Id,MSSubClass,MSZoning,LotArea,SaleCondition,SalePrice
738,60,RL,10463,Normal,239900
739,90,RL,10800,Alloca,179000
740,60,RL,9313,Normal,190000
741,70,RM,9600,Abnorml,132000
742,20,RL,6768,Normal,142000
743,20,RL,8450,Normal,179000
744,80,RL,12886,Normal,175000
745,120,RL,5395,Normal,180000
746,60,RL,8963,Normal,299800
747,60,RL,8795,Normal,236000
748,70,RM,11700,Normal,265979
749,20,RL,10593,Normal,260400
750,50,RL,8405,Normal,98000
751,50,RM,8800,Normal,96500
752,60,RL,7750,Normal,162000
753,20,RL,9236,Normal,217000
754,60,RL,10240,Normal,275500
755,20,RL,7930,Normal,156000
756,160,FV,3230,Normal,172500
757,60,RL,10769,Normal,212000
758,60,RL,11616,Abnorml,158900
759,160,FV,2280,Normal,179400
760,60,RL,12257,Normal,290000
761,20,RL,9100,Normal,127500
762,30,RM,6911,Normal,100000
763,60,FV,8640,Normal,215200
764,60,RL,9430,Normal,337000
765,120,RL,9549,Normal,270000
766,20,RL,14587,Partial,264132
767,60,RL,10421,Normal,196500
768,50,RL,12508,Normal,160000
769,20,RL,9100,Normal,216837
770,60,RL,53504,Normal,538000
771,85,RL,7252,Normal,134900
772,20,RL,8877,Normal,102000
773,80,RL,7819,Abnorml,107000
774,20,RL,10150,Normal,114500
775,20,RL,14226,Partial,395000
776,120,RM,4500,Normal,162000
777,20,RL,11210,Partial,221500
778,20,RL,13350,Normal,142500
779,90,RH,8400,Normal,144000
780,90,RL,10530,Normal,135000
781,20,RL,7875,Normal,176000
782,60,RL,7153,Normal,175900
783,20,RL,16285,Normal,187100
784,85,RL,9101,Normal,165500
785,75,RM,6300,Normal,128000
786,20,RL,9790,Normal,161500
787,50,RM,10800,Normal,139000
788,60,RL,10142,Normal,233000
789,20,RM,6000,Normal,107900
790,60,RL,12205,Normal,187500
791,120,RL,3182,Normal,160200
792,80,RL,11333,Normal,146800
793,60,RL,9920,Normal,269790
794,20,RL,9158,Partial,225000
795,60,RL,10832,Normal,194500
796,60,RL,8400,Normal,171000
797,20,RL,8197,Normal,143500
798,20,RL,7677,Abnorml,110000
799,60,RL,13518,Partial,485000
800,50,RL,7200,Normal,175000
801,60,RL,12798,Normal,200000
802,30,RM,4800,Normal,109900
803,60,RL,8199,Normal,189000
804,60,RL,13891,Partial,582933
805,20,RL,9000,Family,118000
806,20,RL,12274,Partial,227680
807,80,RL,9750,Normal,135500
808,70,RL,21384,Normal,223500
809,80,RL,13400,Normal,159950
810,75,RM,8100,Normal,106000
811,20,RL,10140,Normal,181000
812,120,RM,4438,Normal,144500
813,20,C (all),8712,Alloca,55993
814,20,RL,9750,Normal,157900
815,50,RL,8248,Normal,116000
816,20,RL,12137,Normal,224900
817,20,RL,11425,Normal,137000
818,20,RL,13265,Normal,271000
819,80,RL,8816,Normal,155000
820,120,RL,6371,Partial,224000
821,60,RL,7226,Normal,183000
822,20,RM,6000,Normal,93000
823,60,RL,12394,Family,225000
824,50,RL,9900,Normal,139500
825,20,FV,11216,Partial,232600
826,20,RL,14803,Partial,385000
827,45,RM,6130,Normal,109500
828,20,RL,8529,Normal,189000
829,60,RL,28698,Abnorml,185000
830,160,FV,2544,Normal,147400
831,20,RL,11900,Normal,166000
832,160,FV,3180,Normal,151000
833,60,RL,9548,Normal,237000
834,20,RL,10004,Normal,167000
835,20,RL,7875,Normal,139950
836,20,RL,9600,Normal,128000
837,30,RM,8100,Normal,153500
838,160,RM,1680,Normal,100000
839,20,RL,9525,Normal,144000
840,50,RL,11767,Normal,130500
841,70,RH,12155,Normal,140000
842,70,RM,10440,Normal,157500
843,80,RL,9020,Normal,174900
844,90,RL,8000,Normal,141000
845,50,RM,12665,Normal,153900
846,85,RL,16647,Normal,171000
847,60,RL,9317,Normal,213000
848,20,RL,15523,Normal,133500
849,50,RL,45600,Normal,240000
850,80,RL,9600,Normal,187000
851,120,RM,4435,Normal,131500
852,120,RL,3196,Normal,215000
853,75,RL,7128,Normal,164000
854,80,RL,12095,Normal,158000
855,20,RL,17920,Abnorml,170000
856,20,RL,6897,Normal,127000
857,80,RL,10970,Normal,147000
858,60,RL,8125,Normal,174000
859,20,RL,10400,Family,152000
860,60,RL,11029,Normal,250000
861,50,RL,7642,Normal,189950
862,190,RL,11625,Normal,131500
863,20,RL,9672,Normal,152000
864,20,RL,7931,Normal,132500
865,20,FV,8640,Partial,250580
866,20,RL,8750,Normal,148500
867,20,RL,10656,Partial,248900
868,20,RL,6970,Normal,129000
869,60,RL,14762,Normal,169000
870,60,RL,9938,Normal,236000
871,20,RL,6600,Normal,109500
872,60,RL,8750,Normal,200500
873,20,RL,8892,Normal,116000
874,40,RL,12144,Normal,133000
875,50,RM,5720,Abnorml,66500
876,60,FV,9000,Partial,303477
877,20,RL,25286,Normal,132250
878,60,RL,8834,Normal,350000
879,85,RL,11782,Normal,148000
880,20,RL,7000,Normal,136500
881,20,RL,7024,Normal,157000
882,50,RL,13758,Normal,187500
883,60,RL,9636,Normal,178000
884,75,RL,6204,Normal,118500
885,20,RL,7150,Normal,100000
886,120,FV,5119,Abnorml,328900
887,90,RL,8393,Family,145000
888,50,RL,16466,Normal,135500
889,20,RL,15865,Normal,268000
890,20,RL,12160,Normal,149500
891,50,RL,8064,Normal,122900
892,60,RL,11184,Normal,172500
893,20,RL,8414,Normal,154500
894,20,RL,13284,Normal,165000
895,90,RL,7018,Alloca,118858
896,60,RL,7056,Normal,140000
897,30,RM,8765,Abnorml,106500
898,90,RL,7018,Alloca,142953
899,20,RL,12919,Partial,611657
900,20,RL,6993,Normal,135000
901,20,RL,7340,Normal,110000
902,20,RL,8712,Normal,153000
903,60,RL,7875,Normal,180000
904,20,RL,14859,Partial,240000
905,20,RL,6173,Normal,125500
906,20,RL,9920,Normal,128000
907,20,RL,13501,Normal,255000
908,50,RL,11500,Normal,250000
909,20,RL,8885,Normal,131000
910,60,RL,12589,Normal,174000
911,90,RL,11600,Normal,154300
912,20,RL,9286,Normal,143500
913,30,RM,6120,Abnorml,88000
914,90,RH,6270,Normal,145000
915,160,FV,3000,Partial,173733
916,160,RM,2001,Normal,75000
917,20,C (all),9000,Abnorml,35311
918,20,RL,17140,Normal,135000
919,60,RL,13125,Normal,238000
920,20,RL,11029,Normal,176500
921,60,RL,8462,Normal,201000
922,90,RL,8777,Normal,145900
923,20,RL,10237,Partial,169990
924,120,RL,8012,Normal,193000
925,20,RL,10240,Normal,207500
926,20,RL,15611,Abnorml,175000
927,60,RL,11999,Normal,285000
928,60,RL,9900,Normal,176000
929,20,RL,11838,Normal,236500
930,60,RL,13006,Normal,222000
931,20,RL,8925,Normal,201000
932,20,RL,9100,Normal,117500
933,20,RL,11670,Normal,320000
934,20,RL,8487,Normal,190000
935,20,RL,27650,Normal,242000
936,30,RL,5825,Normal,79900
937,20,RL,10083,Normal,184900
938,60,RL,9675,Normal,253000
939,60,RL,8760,Partial,239799
940,70,RL,24090,Normal,244400
941,90,RL,12640,Normal,150900
942,60,RL,8755,Normal,214000
943,90,RL,7711,Abnorml,150000
944,90,RL,25000,Normal,143000
945,20,RL,14375,Abnorml,137500
946,50,RM,8820,Normal,124900
947,80,RL,8163,Normal,143000
948,20,RL,14536,Normal,270000
949,60,RL,14006,Normal,192500
950,20,RL,9360,Normal,197500
951,20,RL,7200,Normal,129000
952,20,RH,7800,Abnorml,119900
953,85,RL,7200,Normal,133900
954,60,RL,11075,Normal,172000
955,90,RL,9400,AdjLand,127500
956,90,RH,7136,Normal,145000
957,160,RM,1300,Normal,124000
958,20,RL,7420,Normal,132000
959,20,RL,8450,Normal,185000
960,160,FV,2572,Normal,155000
961,20,RL,7207,Normal,116500
962,60,RL,12227,Normal,272000
963,160,RL,2308,Normal,155000
964,20,RL,11923,Normal,239000
965,60,RL,11316,Normal,214900
966,60,RL,10237,Partial,178900
967,50,RL,9600,Normal,160000
968,20,RL,7390,Normal,135000
969,50,RM,5925,Abnorml,37900
970,190,RL,10382,Normal,140000
971,50,RL,10800,Abnorml,135000
972,160,RL,2268,Normal,173000
973,120,RL,7892,Normal,99500
974,20,FV,11639,Partial,182000
975,70,RL,11414,Normal,167500
976,160,FV,2651,Normal,165000
977,30,RL,5900,Normal,85500
978,120,FV,4274,Partial,199900
979,20,RL,9450,Abnorml,110000
980,20,RL,8816,Normal,139000
981,85,RL,12122,Normal,178400
982,60,RL,12203,Normal,336000
983,20,RL,3182,Normal,159895
984,60,RL,11250,Normal,255900
985,90,RL,10125,Normal,126000
986,190,RL,10880,Normal,125000
987,50,RM,5310,Normal,117000
988,20,RL,10159,Partial,395192
989,60,RL,12046,Normal,195000
990,60,FV,8125,Partial,197000
991,60,RL,9452,Normal,348000
992,70,RM,17671,Normal,168000
993,60,RL,9760,Normal,187000
994,60,RL,8846,Partial,173900
995,20,RL,12456,Normal,337500
996,50,RL,4712,Abnorml,121600
997,20,RL,10659,Normal,136500
998,20,RL,11717,Normal,185000
999,30,RM,9786,Normal,91000
1000,20,RL,6762,Normal,206000
1001,20,RL,10206,Normal,82000
1002,30,RL,5400,Abnorml,86000
1003,20,RL,11957,Normal,232000
1004,90,RL,11500,Normal,136905
1005,120,RL,3182,Normal,181000
1006,80,RL,8385,Normal,149900
1007,20,RL,12155,Normal,163500
1008,160,RM,2217,Normal,88000
1009,20,RL,12118,Normal,240000
1010,50,RL,6000,Normal,102000
1011,50,RL,21286,Normal,135000
1012,90,RL,9825,Normal,100000
1013,70,RL,10592,Normal,165000
1014,30,RM,7200,Normal,85000
1015,20,RL,11664,Normal,119200
1016,60,RL,8400,Normal,227000
1017,20,RL,11883,Normal,203000
1018,120,RL,5814,Abnorml,187500
1019,80,RL,10784,Normal,160000
1020,120,RL,3013,Normal,213490
1021,20,RL,7024,Normal,176000
1022,20,RL,7406,Partial,194000
1023,50,RM,9439,Normal,87000
1024,120,RL,3182,Normal,191000
1025,20,RL,15498,Abnorml,287000
1026,20,RL,7700,Normal,112500
1027,20,RL,9300,Normal,167500
1028,20,RL,9520,Partial,293077
1029,50,RL,9492,Normal,105000
1030,160,RM,1680,Normal,118000
1031,190,RH,7082,Normal,160000
1032,75,RL,15863,Normal,197000
1033,60,RL,14541,Abnorml,310000
1034,20,RL,8125,Normal,230000
1035,30,RL,6305,Normal,119750
1036,20,RL,11500,Normal,84000
1037,20,RL,12898,Normal,315500
1038,60,RL,9240,Normal,287000
1039,160,RM,1533,Normal,97000
1040,180,RM,1477,Normal,80000
1041,20,RL,13125,Normal,155000
1042,60,RL,9130,Normal,173000
1043,120,RL,5381,Normal,196000
1044,60,RL,11839,Normal,262280
1045,20,RL,9600,Normal,278000
1046,20,RL,13680,Normal,139600
1047,60,RL,16056,Partial,556581
1048,20,RL,9245,Normal,145000
1049,20,RL,21750,Normal,115000
1050,20,RL,11100,Abnorml,84900
1051,20,RL,8993,Partial,176485
1052,20,RL,11175,Partial,200141
1053,60,RL,9500,Normal,165000
1054,20,RL,8562,Normal,144500
1055,60,RL,11367,Normal,255000
1056,20,RL,11361,Abnorml,180000
1057,120,RL,7052,Normal,185850
1058,60,RL,29959,Normal,248000
1059,60,RL,11308,Normal,335000
1060,50,RL,11275,Normal,220000
1061,120,RL,4920,Normal,213500
1062,30,C (all),18000,Normal,81000
1063,190,RM,13600,Normal,90000
1064,30,RM,6000,Normal,110500
1065,20,RL,11000,Normal,154000
1066,60,RL,14000,Normal,328000
1067,60,RL,7837,Normal,178000
1068,60,RL,9760,Normal,167900
1069,160,RM,3964,Normal,151400
1070,45,RL,9600,Normal,135000
1071,20,RL,10152,Normal,135000
1072,60,RL,11700,Normal,154000
1073,50,RL,7585,Normal,91500
1074,60,RL,7950,Normal,159500
1075,20,RL,8556,Normal,194000
1076,70,RL,13125,Normal,219500
1077,50,RL,10800,Normal,170000
1078,20,RL,15870,Abnorml,138800
1079,120,RM,4435,Normal,155900
1080,20,RL,8775,Normal,126000
1081,20,RL,11040,Abnorml,145000
1082,20,RL,7500,Normal,133000
1083,20,RL,8749,Normal,192000
1084,20,RL,8800,Normal,160000
1085,60,RL,13031,Normal,187500
1086,85,RL,9069,Normal,147000
1087,160,RM,1974,Normal,83500
1088,60,FV,10574,Normal,252000
1089,160,RM,2522,Normal,137500
1090,120,FV,3316,Normal,197000
1091,90,RL,8544,Normal,92900
1092,160,FV,2160,Normal,160000
1093,50,RL,8400,Normal,136500
1094,20,RL,9230,Normal,146000
1095,20,RL,5868,Normal,129000
1096,20,RL,9317,Normal,176432
1097,70,RM,6882,Normal,127000
1098,120,RL,3696,Normal,170000
1099,50,RM,6000,Normal,128000
1100,20,RL,11880,Abnorml,157000
1101,30,RL,8400,Normal,60000
1102,20,RL,9758,Normal,119500
1103,20,RL,7000,Family,135000
1104,20,RL,8910,Normal,159500
1105,160,RM,2016,Normal,106000
1106,60,RL,12256,Normal,325000
1107,20,RL,10357,Normal,179900
1108,60,RL,23257,Partial,274725
1109,60,RL,8063,Abnorml,181000
1110,20,RL,11362,Normal,280000
1111,60,RL,8000,Normal,188000
1112,60,RL,10480,Normal,205000
1113,20,RL,7100,Normal,129900
1114,20,RL,8923,Normal,134500
1115,20,RL,5400,Normal,117000
1116,20,RL,12085,Partial,318000
1117,80,RL,7750,Normal,184100
1118,20,RL,9764,Normal,130000
1119,80,RL,13825,Normal,140000
1120,20,RL,7560,Normal,133700
1121,30,RM,8263,Normal,118400
1122,20,RL,10084,Partial,212900
1123,20,RL,8926,Abnorml,112000
1124,20,RL,9405,Normal,118000
1125,80,RL,9125,Normal,163900
1126,20,RL,10434,Normal,115000
1127,120,RL,3684,Normal,174000
1128,20,RL,14572,Family,259000
1129,60,RL,11796,Normal,215000
1130,90,RM,7200,Normal,140000
1131,50,RL,7804,Normal,135000
1132,20,RL,10712,Abnorml,93500
1133,70,RM,9900,Normal,117500
1134,60,RL,9828,Normal,239500
1135,60,RL,8773,Normal,169000
1136,30,RM,6180,Normal,102000
1137,50,RL,9600,Abnorml,119000
1138,50,RL,6342,Normal,94000
1139,20,RL,9819,Normal,196000
1140,30,RL,8731,Normal,144000
1141,20,RL,7350,Abnorml,139000
1142,60,RL,10304,Normal,197500
1143,60,RL,9965,Partial,424870
1144,20,RL,9000,Normal,80000
1145,190,RL,12180,Normal,80000
1146,50,RM,6240,Family,149000
1147,20,RL,11200,Normal,180000
1148,70,RL,12000,Normal,174500
1149,50,RM,5700,Normal,116900
1150,70,RM,9000,Normal,143000
1151,20,RL,8280,Normal,124000
1152,20,RL,17755,Normal,149900
1153,20,RL,14115,Abnorml,230000
1154,30,RM,5890,Normal,120500
1155,60,RL,13700,Normal,201800
1156,20,RL,10768,Normal,218000
1157,80,RL,9350,Normal,179900
1158,120,RL,5001,Normal,230000
1159,20,RL,11932,Partial,235128
1160,60,RL,9120,Normal,185000
1161,160,RL,2280,Normal,146000
1162,20,RL,14778,Normal,224000
1163,20,RL,8724,Normal,129000
1164,90,RL,12900,Alloca,108959
1165,80,RL,16157,Normal,194000
1166,20,RL,9541,Partial,233170
1167,20,RL,10475,Normal,245350
1168,60,RL,10852,Normal,173000
1169,70,RL,13728,Normal,235000
1170,60,RL,35760,Normal,625000
1171,80,RL,9880,Normal,171000
1172,20,RL,9120,Normal,163000
1173,160,FV,4017,Normal,171900
1174,50,RL,18030,Normal,200500
1175,70,RL,16560,Normal,239000
1176,50,RL,10678,Normal,285000
1177,20,RL,6951,Normal,119500
1178,50,RM,3950,Normal,115000
1179,50,RL,7681,Normal,154900
1180,20,RL,8335,Normal,93000
1181,60,RL,11170,Normal,250000
1182,120,RM,5587,Partial,392500
1183,60,RL,15623,Abnorml,745000
1184,30,RL,10800,Normal,120000
1185,20,RL,35133,Normal,186700
1186,50,RL,9738,Normal,104900
1187,190,RL,10615,Abnorml,95000
1188,20,RL,12461,Normal,262000
1189,60,RL,8935,Normal,195000
1190,60,RL,7500,Normal,189000
1191,190,RL,32463,Normal,168000
1192,160,FV,2645,Normal,174000
1193,50,RM,9600,Normal,125000
1194,120,RM,4500,Normal,165000
1195,60,RL,9364,Normal,158000
1196,60,RL,8029,Normal,176000
1197,60,RL,14054,Partial,219210
1198,75,RM,8850,Normal,144000
1199,20,RL,9100,Normal,178000
1200,20,RL,11235,Normal,148000
1201,20,RL,9353,Abnorml,116050
1202,60,RL,10400,Normal,197900
1203,50,RM,6000,Normal,117000
1204,20,RL,9750,Normal,213000
1205,20,RL,10140,Normal,153500
1206,20,RL,14684,Normal,271900
1207,20,RH,8900,Normal,107000
1208,20,RL,9135,Normal,200000
1209,20,RL,7763,Normal,140000
1210,20,RL,10182,Partial,290000
1211,60,RL,11218,Normal,189000
1212,50,RL,12134,Normal,164000
1213,30,RL,9340,Normal,113000
1214,80,RL,10246,Normal,145000
1215,85,RL,10205,Normal,134500
1216,20,RL,7094,Normal,125000
1217,90,RM,8930,Normal,112000
1218,20,FV,8640,Partial,229456
1219,50,RM,6240,Normal,80500
1220,160,RM,1680,Abnorml,91500
1221,20,RL,7800,Abnorml,115000
1222,20,RL,8250,Normal,134000
1223,50,RL,10496,Normal,143000
1224,20,RL,10680,Normal,137900
1225,60,RL,15384,Normal,184000
1226,80,RL,10482,Normal,145000
1227,60,RL,14598,Normal,214000
1228,20,RL,8872,Normal,147000
1229,120,RL,8769,Partial,367294
1230,80,RL,7910,Normal,127000
1231,90,RL,18890,Normal,190000
1232,90,RL,7728,Normal,132500
1233,90,RL,9842,Normal,101800
1234,20,RL,12160,Abnorml,142000
1235,70,RH,8525,Abnorml,130000
1236,70,RL,13132,Normal,138887
1237,160,RL,2628,Normal,175500
1238,60,RL,12393,Normal,195000
1239,20,RL,13072,Abnorml,142500
1240,20,RL,9037,Normal,265900
1241,60,RL,8158,Normal,224900
1242,20,RL,9849,Partial,248328
1243,85,RL,10625,Family,170000
1244,20,RL,13891,Partial,465000
1245,70,RL,11435,Normal,230000
1246,80,RL,12090,Abnorml,178000
1247,60,FV,8125,Partial,186500
1248,80,RL,12328,Normal,169900
1249,75,RM,9600,Normal,129500
1250,20,RL,7200,Normal,119000
1251,20,RL,11160,Normal,244000
1252,120,RL,3136,Normal,171750
1253,20,RL,9858,Normal,130000
1254,60,RL,17542,Normal,294000
1255,60,RL,6931,Normal,165400
1256,50,RM,6240,Normal,127500
1257,20,RL,14303,Normal,301500
1258,30,RL,4060,Normal,99900
1259,80,RL,9587,Normal,190000
1260,20,RL,9750,Normal,151000
1261,60,RL,24682,Normal,181000
1262,20,RL,9600,Normal,128900
1263,50,RL,11250,Normal,161500
1264,70,RL,13515,Normal,180500
1265,120,RH,4060,Abnorml,181000
1266,160,FV,3735,Normal,183900
1267,190,RM,10120,Normal,122000
1268,20,RL,13214,Normal,378500
1269,50,RL,14100,Normal,381000
1270,50,RL,11344,Normal,144000
1271,40,RL,23595,Normal,260000
1272,20,RL,9156,Normal,185750
1273,20,RL,13526,Normal,137000
1274,80,RL,11512,Normal,177000
1275,50,RL,5362,Normal,139000
1276,90,RL,11345,Normal,137000
1277,60,RL,12936,Normal,162000
1278,80,RL,17871,Normal,197900
1279,60,RL,9473,Normal,237000
1280,50,C (all),7500,Abnorml,68400
1281,20,RL,9808,Normal,227000
1282,20,RL,8049,Normal,180000
1283,20,RL,8800,Normal,150500
1284,90,RL,9400,Normal,139000
1285,50,RL,9638,Normal,169000
1286,50,RM,6000,Normal,132500
1287,20,RL,9790,Normal,143000
1288,20,RL,36500,Normal,190000
1289,120,RL,5664,Normal,278000
1290,60,RL,11065,Partial,281000
1291,80,RL,14112,Normal,180500
1292,160,RM,1680,Normal,119500
1293,70,RM,6600,Normal,107500
1294,60,RL,10140,Normal,162900
1295,20,RL,8172,Normal,115000
1296,20,RL,8400,Normal,138500
1297,20,RL,8700,Normal,155000
1298,180,RM,3675,Partial,140000
1299,60,RL,63887,Partial,160000
1300,20,RL,7500,Normal,154000
1301,60,RL,10762,Normal,225000
1302,70,RL,7500,Normal,177500
1303,60,RL,10120,Normal,290000
1304,20,RL,8688,Normal,232000
1305,160,RM,3363,Normal,130000
1306,20,RL,13173,Normal,325000
1307,120,RL,6955,Partial,202500
1308,20,RL,8072,Normal,138000
1309,20,RM,12000,Normal,147000
1310,20,RL,7153,Normal,179200
1311,20,RL,17500,Normal,335000
1312,20,RL,8814,Partial,203000
1313,60,RL,9572,Normal,302000
1314,60,RL,14774,Normal,333168
1315,20,RL,8190,Normal,119000
1316,60,RL,11075,Normal,206900
1317,20,RL,10226,Normal,295493
1318,120,FV,4230,Partial,208900
1319,20,RL,14781,Normal,275000
1320,20,RL,10215,Normal,111000
1321,20,RL,8400,Normal,156500
1322,20,RL,6627,Normal,72500
1323,60,RL,10186,Normal,190000
1324,30,RL,5330,Normal,82500
1325,20,RL,9986,Partial,147000
1326,30,RM,3636,Normal,55000
1327,30,RH,4270,Normal,79000
1328,20,RL,6600,Normal,130500
1329,50,RM,10440,Normal,256000
1330,60,RL,9084,Normal,176500
1331,20,RL,10000,Normal,227000
1332,80,RL,10780,Normal,132500
1333,20,RL,8877,Normal,100000
1334,50,RM,7200,Normal,125500
1335,160,RM,2368,Normal,125000
1336,20,RL,9650,Normal,167900
1337,90,RL,9246,Normal,135000
1338,30,RM,4118,Normal,52500
1339,60,RL,13450,Normal,200000
1340,20,RL,9560,Normal,128500
1341,20,RL,8294,Normal,123000
1342,20,RL,13695,Normal,155000
1343,60,RL,9375,Normal,228500
1344,50,RL,7558,Normal,177000
1345,60,RL,11103,Partial,155835
1346,30,RM,6000,Normal,108500
1347,20,RL,20781,Normal,262500
1348,20,RL,15306,Partial,283463
1349,20,RL,16196,Normal,215000
1350,70,RM,5250,Normal,122000
1351,90,RL,11643,Normal,200000
1352,60,RL,9247,Normal,171000
1353,50,RM,6000,Normal,134900
1354,50,RL,14720,Normal,410000
1355,60,RL,10316,Normal,235000
1356,80,RL,10192,Normal,170000
1357,20,RL,9477,Normal,110000
1358,20,RL,12537,Normal,149900
1359,160,FV,2117,Normal,177500
1360,20,RL,16737,Normal,315000
1361,70,RL,9842,Normal,189000
1362,20,RL,16158,Normal,260000
1363,50,RL,12513,Normal,104900
1364,60,RL,8499,Partial,156932
1365,160,FV,3180,Abnorml,144152
1366,60,FV,7500,Normal,216000
1367,60,RL,9179,Abnorml,193000
1368,160,RM,2665,Normal,127000
1369,120,RM,4435,Normal,144000
1370,20,RL,10635,Normal,232000
1371,50,RL,5400,Normal,105000
1372,80,RL,9600,Normal,165500
1373,60,RL,9750,Normal,274300
1374,20,RL,11400,Normal,466500
1375,60,FV,10625,Normal,250000
1376,20,RL,10991,Partial,239000
1377,30,RL,6292,Normal,91000
1378,50,RL,10998,Normal,117000
1379,160,RM,1953,Normal,83000
1380,80,RL,9735,Normal,167500
1381,30,RL,8212,Normal,58500
1382,20,RL,12925,Normal,237500
1383,70,RM,7200,Normal,157000
1384,30,RL,25339,Normal,112000
1385,50,RL,9060,Normal,105000
1386,50,RM,5436,Normal,125500
1387,60,RL,16692,Normal,250000
1388,50,RM,8520,Family,136000
1389,20,RL,14892,Normal,377500
1390,50,RM,6000,Normal,131000
1391,20,RL,9100,Normal,235000
1392,90,RL,8944,Normal,124000
1393,85,RL,7838,Normal,123000
1394,190,RM,10800,Normal,163000
1395,120,RL,4045,Partial,246578
1396,60,RL,12665,Normal,281213
1397,20,RL,57200,Normal,160000
1398,70,RM,6120,Normal,137500
1399,50,RL,7200,Normal,138000
1400,50,RL,6171,Normal,137450
1401,50,RM,6000,Normal,120000
1402,60,RL,7415,Normal,193000
1403,20,RL,6762,Partial,193879
1404,20,RL,15256,Normal,282922
1405,50,RL,10410,Family,105000
1406,120,RM,3842,Normal,275000
1407,85,RL,8445,Normal,133000
1408,20,RL,8780,Normal,112000
1409,70,RM,7740,Normal,125500
1410,60,RL,20544,Normal,215000
1411,60,RL,12420,Normal,230000
1412,50,RL,9600,Normal,140000
1413,90,RL,7200,Normal,90000
1414,20,RL,10994,Abnorml,257000
1415,50,RL,13053,Normal,207000
1416,120,RL,3635,Normal,175900
1417,190,RM,11340,Normal,122500
1418,60,RL,16545,Normal,340000
1419,20,RL,9204,Normal,124000
1420,20,RL,16381,Normal,223000
1421,60,RL,11700,Normal,179900
1422,120,RL,4043,Normal,127500
1423,120,RM,4435,Normal,136500
1424,80,RL,19690,Alloca,274970
1425,20,RL,9503,Normal,144000
1426,20,RL,10721,Normal,142000
1427,60,RL,10944,Normal,271000
1428,50,RL,10930,Normal,140000
1429,30,RM,7200,Abnorml,119000
1430,20,RL,12546,Normal,182900
1431,60,RL,21930,Normal,192140
1432,120,RL,4928,Normal,143750
1433,30,RL,10800,Normal,64500
1434,60,RL,10261,Normal,186500
1435,20,RL,17400,Normal,160000
1436,20,RL,8400,Abnorml,174000
1437,20,RL,9000,Normal,120500
1438,20,RL,12444,Partial,394617
1439,20,RM,7407,Normal,149700
1440,60,RL,11584,Normal,197000
1441,70,RL,11526,Normal,191000
1442,120,RM,4426,Normal,149300
1443,60,FV,11003,Normal,310000
1444,30,RL,8854,Normal,121000
1445,20,RL,8500,Normal,179600
1446,85,RL,8400,Normal,129000
1447,20,RL,26142,Normal,157900
1448,60,RL,10000,Normal,240000
1449,50,RL,11767,Normal,112000
1450,180,RM,1533,Abnorml,92000
1451,90,RL,9000,Normal,136000
1452,20,RL,9262,Partial,287090
1453,180,RM,3675,Normal,145000
1454,20,RL,17217,Abnorml,84500
1455,20,FV,7500,Normal,185000
1456,60,RL,7917,Normal,175000
1457,20,RL,13175,Normal,210000
1458,70,RL,9042,Normal,266500
1459,20,RL,9717,Normal,142125
1460,20,RL,9937,Normal,147500
